ID
0 3059 3048 22960 23265
1 6624 6174 9349 5829
2 7527 2654 16260 16213
3 5097 25163 25204 25054
4 12916 12988 12981 12956
5 8162 4891 7519 5138
6 185 8895 7929 725
7 43700 25015 24841 141
8 19647 19618 19579 19640
9 6532 34949 10345 6604
10 5549 5433 666 5541
11 7351 21395 26335 25241
12 24422 24257 3349 23405
13 28645 28685 28641 17473
14 37247 10910 37550 4153
15 8380 8889 8920 8322
16 18860 2966 20153 20068
17 344 2663 22501 5710
18 19589 19663 19708 15110
19 7226 19441 2889 9192
20 13806 8517 13711 11464
21 19014 18609 19024 1865
22 1550 4714 38202 38132
23 17255 18473 18018 17940
24 14649 499 17696 17440
25 6210 9621 9781 10013
26 18092 18038 24104 2172
27 15474 15532 15434 1371
28 17401 17419 1721 11876
29 5106 22686 22403 7273
30 13645 13646 6296 11702
31 8980 9012 1197 9018
32 12785 2027 12730 12779
33 8801 8461 8794 19635
34 14547 13878 14968 14636
35 31476 31442 30860 31102
36 7762 8312 21935 16299
37 28026 3767 28035 3523
38 987 8570 8225 7455
39 3387 27539 3373 20791
40 16491 16559 16198 16393
41 29846 30242 30015 30060
42 39437 28060 3155 39055
43 35029 4612 34972 34927
44 6357 6355 10286 10481
45 29759 38265 38655 38336
46 9789 9445 5450 5479
47 20793 16740 236 25856
48 32022 31809 31956 3268
49 39229 28450 28033 39233
50 17260 14610 2329 3709
51 25075 5291 3429 3227
52 11613 13601 13608 13607
53 3059 3035 3048 23158
54 4492 12249 11922 12255
55 29615 29556 29635 29576
56 -1 18724 2332 18835
57 24100 20114 3306 23978
58 18472 2975 17969 17123
59 11144 4553 11231 37699
60 26453 25330 557 26183
61 9518 8487 6763 5963
62 -1 28179 28214 4197
63 10610 6454 10862 10581
64 13587 11893 12566 11694
65 17329 1338 11018 11252
66 24359 23053 27053 22698
67 28801 28773 23999 28729
68 28862 28913 28638 28841
69 33316 4079 3784 31389
70 18749 18731 993 18649
71 9911 9881 9904 1238
72 6941 21559 21730 22061
73 8465 19788 795 9842
74 13579 13580 13425 7962
75 19190 2603 19430 19573
76 6759 13481 1310 13515
77 23666 23672 23585 23676
78 14167 10193 11379 10094
79 29177 38098 29388 29490
80 23037 2797 19298 23011
81 40242 27684 27666 25404
82 42038 42106 42131 40317
83 10666 10528 10849 10626
84 32970 34570 34162 34884
85 5452 5440 -1 255
86 23956 2451 23680 18155
87 24525 27101 28273 28565
88 7245 2584 7342 827
89 884 7566 7517 7558
90 22817 3112 23220 22745
91 757 5774 230 5510
92 15400 2292 15395 14807
93 38335 10639 38439 38148
94 3560 28435 28456 3771
95 15683 16026 16119 8834
96 20032 19068 2886 20233
97 37731 38164 1691 10660
98 1800 23603 2009 18646
99 9262 9040 9157 5661
100 23919 23448 23430 18377
101 41954 41937 7366 41940
102 8053 12605 12364 11787
103 18831 18820 18830 18713
104 30292 30273 30181 30047
105 24849 24863 3089 39088
106 23309 17961 23398 23150
107 5780 5407 9082 9166
108 17708 3810 17057 17709
109 27272 28146 27842 28116
110 11735 10657 1378 11609
111 10774 11591 11608 11243
112 19274 20188 23523 2499
113 11504 12234 13529 12430
114 20492 3009 28994 23895
115 19846 19764 8863 14962
116 1823 8335 2371 2357
117 5573 19505 19165 19451
118 9990 5557 10056 9649
119 -1 38009 29523 37974
120 25640 31290 32947 32858
121 6025 5195 5872 6003
122 10838 6387 10748 474
123 10279 10222 1275 10282
124 19066 18481 14781 19061
125 2018 40516 25429 36160
126 31070 4444 30804 873
127 5320 24409 18279 23528
128 42841 42937 4316 41083
129 1150 7024 6971 42282
130 42813 40078 4789 40841
131 23429 23584 3034 23490
132 13507 4532 13496 10457
133 22725 23870 2991 15415
134 42081 42397 42083 41890
135 18380 18457 18346 18361
136 21102 21088 21154 21022
137 19241 20097 19881 19831
138 21616 25254 21966 2790
139 40908 41361 41318 41357
140 12146 11989 11915 12099
141 24897 7 24842 7198
142 42238 573 43753 5001
143 7608 12530 8000 209
144 37820 37298 10541 11291
145 5526 5425 5938 2408
146 40607 40679 40680 40510
147 37983 3695 37800 37797
148 41165 7837 41178 6985
149 26117 26612 26620 24275
150 2302 17287 17136 14643
151 12996 4882 40386 25356
152 34838 34806 34805 34813
153 1963 1930 15060 17087
154 9102 1244 9781 6108
155 18663 2961 2911 23527
156 11450 11838 11831 11471
157 1355 10999 11629 11281
158 18107 28949 28850 18135
159 36596 4811 36009 36538
160 6986 13921 13955 13943
161 42204 25060 24951 4840
162 14589 19127 14571 19138
163 24933 24934 24862 3025
164 11161 11175 11158 11147
165 23743 14622 23700 23349
166 8159 8289 8280 1257
167 5598 354 9206 5360
168 8510 8977 9634 9897
169 1740 1241 10392 6390
170 963 8785 8666 6867
171 12516 8409 1604 6848
172 6250 1519 9049 517
173 743 5532 5615 319
174 8909 6824 8889 9570
175 26458 358 15411 26466
176 14038 10438 14075 14062
177 14810 19292 18945 9987
178 7087 22336 26555 2586
179 10124 9710 10013 9702
180 32667 32469 32668 3885
181 19078 2920 2913 19982
182 18761 2420 9929 18759
183 26351 32850 30186 32704
184 20881 21348 25981 25767
185 1102 9008 6 7048
186 14671 2346 14908 15032
187 31764 32204 26098 25684
188 28218 44226 5334 4777
189 11461 11447 2245 14077
190 38935 39188 39207 39064
191 8304 12377 12092 5024
192 31231 31129 31252 30702
193 19620 8828 19648 19593
194 18346 18383 18385 18318
195 11634 13650 4515 10475
196 17444 17405 10989 17040
197 15257 15258 1720 1930
198 19821 19583 19119 19555
199 23516 19992 26946 26693
200 12889 7802 15538 7805
201 43082 43353 39388 43618
202 20326 20463 20338 2916
203 10799 10580 10855 10827
204 29617 29814 29864 29571
205 11128 10723 11296 6387
206 13312 13091 13098 766
207 30791 36673 36897 35984
208 17668 17724 17779 1228
209 143 8334 12529 7831
210 8331 3123 529 6619
211 36580 34669 34668 36265
212 1971 18085 18220 17964
213 39416 4698 39439 39825
214 5936 6026 6007 5580
215 22484 22495 20512 20431
216 5529 990 354 5457
217 921 1065 7894 7509
218 14731 14552 14788 14697
219 22554 2530 9154 20244
220 34294 34053 34219 34210
221 18187 23939 29094 29114
222 2385 702 2479 9094
223 13043 13060 7767 13003
224 26167 26813 26256 3338
225 10897 10828 10958 10875
226 7356 6957 5105 7283
227 35373 35473 35450 36026
228 24311 23368 23210 24471
229 40118 40128 40113 40150
230 5653 757 91 5427
231 5679 1240 5745 5834
232 34420 34199 31469 28362
233 18526 18480 23766 23755
234 270 5962 6951 9318
235 6139 6766 1596 6698
236 47 16714 32091 12931
237 18118 17858 18175 337
238 2339 5664 5371 5591
239 20381 367 3344 28983
240 29922 30154 30005 29989
241 1546 7695 35298 4013
242 18747 18720 18732 993
243 26474 23292 27811 4429
244 30478 30414 30686 30832
245 29146 29178 29179 -1
246 11831 11064 11729 11550
247 9377 1162 1077 5466
248 22009 22007 21992 8539
249 250 6525 6541 6087
250 6016 1600 249 876
251 7889 40705 6591 6549
252 18836 5292 18687 5698
253 20311 18550 23376 23262
254 38082 3689 4530 29381
255 5440 997 2857 85
256 29282 29193 29211 29263
257 11433 10735 11459 4342
258 14426 2412 14442 1733
259 16465 16463 16439 15594
